Loan Amount,Funded Amount,Funded Amount Investor,Term,Interest Rate,Grade,Sub Grade,Employment Duration,Home Ownership,Verification Status,Loan Title,Debit to Income,Delinquency - two years,Inquires - six months,Open Account,Public Record,Revolving Balance,Revolving Utilities,Total Accounts,Initial List Status,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Application Type,Last week Pay,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit,Loan Status
28872,11321,13585.49136,58,10.28384575,0,3,0,77113.76875,1,1,13.13575883,1,0,11,0,13437,73.15271233,8,1,3430.0876270000003,0.105587001,3.922994764,0.8285475859999999,0,0,42,1116,304047,23912,0
31289,12661,33261.50825,59,7.438743197000001,6,14,0,67369.05728,2,2,13.9097984,2,0,10,1,2674,53.7816002,38,1,1840.197588,0.032877451,6.715133949,0.7126764640000001,0,0,34,40,313647,8194,0
27187,20527,6480.675216,59,8.047907239,1,24,1,43653.619230000004,2,1,17.4238055,1,0,11,0,2455,43.00344151,27,0,543.353655,0.018271433,0.527615327,1.163875785,0,0,65,20,119894,27176,0
22449,8637,10993.48134,59,16.18291683,0,22,0,76628.73885,1,2,20.95993872,0,0,10,0,4201,48.19299752,21,0,2224.1814679999998,0.018681395,0.907369963,0.5833207770000001,0,0,55,2,62133,39028,0
18955,22132,9329.907223,59,13.88749769,0,14,1,64114.002029999996,2,3,26.72902682,2,0,19,0,4315,20.41107846,23,0,13852.67375,0.026589684,4.148685507,0.9536568000000001,0,0,118,26,222500,27677,0
14592,12927,4079.1890909999997,36,14.32034583,1,23,1,134629.2464,2,2,28.85278343,7,0,10,0,1570,21.62674502,15,1,1961.8119780000002,0.01295718,0.906798847,1.483051013,0,0,71,52,136171,111908,0
6169,11370,7614.00537,59,12.94586296,5,25,1,41912.9056,0,1,15.53315865,0,0,15,0,2937,56.14943716,13,1,2054.3888,0.042774470999999994,3192.089403,0.10056411,0,0,157,51,46746,6785,0
9193,17814,9761.9302,58,11.30775145,1,8,2,52573.92793,0,2,33.17893716,0,0,11,0,38326,57.01117614,20,1,80.25691092,0.035456266,9.799570517000001,0.428979435,0,0,161,41,282156,11386,0
20365,11800,11446.14644,59,7.925486149,6,8,0,44818.84605,1,2,8.715409606,0,2,30,0,5522,54.85890396,20,1,975.6624742999999,0.02913443,5.740349154,0.824460909,0,0,137,61,87851,8671,0
4949,11569,15248.538030000002,58,10.50326198,0,12,1,46663.01716,1,2,15.73929688,0,0,17,0,6849,64.90503129,27,0,3306.92562,0.052172785,4.784158664,0.394677072,0,0,155,41,27225,11498,1
13589,19715,20361.36289,59,5.940344805,1,20,1,53150.318289999996,2,2,39.44036875,0,0,12,1,8516,73.07604662,29,0,2064.746581,0.004365292,5.851959371,1.060530455,0,0,122,28,36569,17562,0
15778,16137,14743.67784,59,10.50206277,3,0,0,57229.90064,1,1,31.94312193,1,0,11,1,8581,69.32253469,24,1,4560.0059329999995,0.05837609,4.536948239,0.314828999,0,0,57,53,19575,4715,0
25004,22761,9637.714679,59,14.65426884,1,26,0,56570.39291,2,2,19.44420196,0,0,30,0,6137,68.3662372,25,1,1908.9536010000002,0.004856773,5.0362877180000005,0.042345935999999994,0,0,152,49,39430,5546,1
29577,8181,9588.860092,58,12.72616957,4,16,0,111770.3289,1,1,6.191979923,0,0,12,0,4367,25.79715219,7,0,1977.017023,0.02241654,0.8608948820000001,0.8101009690000001,0,0,131,43,117338,1213,0
10063,14078,10988.50487,59,5.412064918,0,12,0,18731.58709,0,2,14.44061985,0,0,12,0,8927,100.24894520000001,6,0,508.2496288,0.14745982,6.290531347000001,1.012356258,0,0,51,250,100830,7161,0
16216,10287,9768.26899,59,10.31412856,1,27,0,114960.5706,0,2,18.07741519,0,0,10,0,2290,70.76604851,26,0,2217.4456379999997,0.066622038,1.30181168,0.061282054,0,0,119,34,68654,53538,0
16956,11340,9454.19016,59,10.68115743,2,5,1,41688.39883,1,6,23.39826537,1,2,14,0,5236,53.30896809,18,1,2807.674905,18.45633318,0.541259112,1.116522258,0,0,37,33,209723,23234,0
2442,33799,14397.13425,59,11.85308702,3,10,0,117074.4717,1,0,13.72687702,0,0,8,1,4609,49.614620200000005,26,1,2121.66099,0.031063472,0.44401793100000003,0.16811999600000002,0,0,125,43,75215,14929,0
10802,23509,26811.77933,58,12.409934300000002,0,10,1,37243.78933,2,1,24.03678219,0,0,13,0,11151,80.50076846,15,0,496.5043414,0.020987328,7.150555711,1.427513985,0,0,96,2,196185,13290,0
10301,9937,12145.09669,59,12.16491936,2,27,1,97409.93052000001,2,1,14.88220633,0,0,21,0,7787,16.66501182,15,0,1198.257544,0.06259939099999999,2.636330364,0.5186615379999999,0,0,4,50,57801,16814,0
22942,11618,30377.966269999997,59,15.26153154,0,11,1,72848.33641,2,2,22.58434157,0,2,13,0,10565,49.70109375,6,1,535.0834787,0.0034158170000000002,4.470871751000001,0.581419213,0,0,6,51,62749,17285,0
15190,13289,11555.98257,36,6.130753467999999,1,12,1,156853.0744,2,2,13.59944218,0,0,28,0,7250,63.05464962,24,1,707.5883781,0.061589175999999995,6.716224535,1.019341178,0,0,41,43,382209,33057,0
4433,25921,11002.018740000001,59,14.17500461,2,10,1,73679.4657,2,1,30.62014287,0,0,12,0,9137,58.00023663,11,1,1518.400856,0.02172259,3.0636899210000004,1.083889961,0,0,96,1127,285645,37649,1
23262,11112,11183.69133,59,8.617188959,0,28,0,40015.54894,2,1,21.26652912,0,0,14,0,6359,46.21778909,16,0,209.39576599999998,0.100964851,2.096269382,0.08889220099999999,0,0,140,29,150870,13488,0
15033,22997,31357.054560000004,59,11.18407361,1,9,1,76458.38782,1,7,17.23655958,0,0,16,0,2652,100.0344593,16,0,926.5085222000001,0.045956855,5.142237591000001,1.2014657020000001,0,0,13,613,4451,18598,0
16134,20290,12864.72013,59,18.87969864,0,28,1,137996.4781,2,1,10.81689095,1,1,17,0,14798,38.59227853,11,0,466.3260577,0.036660372999999996,4.170863937,0.889694653,0,0,57,15,206813,54227,0
11268,28636,11332.13755,59,16.1218133,1,7,0,65318.77849,1,1,7.3103355379999995,0,0,15,0,1467,57.79465818,4,0,6771.047992,0.090287879,0.7024061620000001,0.68933113,0,0,53,422,327663,4982,0
18874,16334,9289.247238,59,22.01976892,1,23,0,74408.13756,2,1,8.678502925,0,0,12,1,4249,66.29888879,5,1,744.5339088999999,0.022013359,3.901512003,0.680021888,0,0,153,50,198127,19431,0
27730,5060,10119.36784,59,6.4772491,0,10,0,78027.65241,0,1,14.05821043,0,0,11,0,4607,43.07416057,14,1,2880.55649,16.8711173,3.999698347,0.981570587,0,0,14,21,53939,7635,0
9163,10905,14912.176119999998,58,10.40986109,0,21,0,82437.50041000001,1,2,29.296938300000004,0,0,14,0,697,32.23034755,17,0,85.35839828,0.006688709,1.6284837840000002,0.8966672090000001,0,0,74,34,231814,41489,0
9402,26235,8039.922918000001,59,13.64607866,1,10,1,386152.9459,1,0,34.39743649,0,1,19,0,5066,29.92540928,23,0,1186.503772,0.069603233,5.570325173,0.7063762140000001,0,0,60,28,162902,37778,0
23234,10633,17320.33314,59,14.820983499999999,0,6,0,92295.37805,1,2,23.50325258,0,0,13,0,7147,69.65108525,11,0,388.8950153,0.034715376,9.055810755,0.920025432,0,0,93,54,37571,5724,1
7868,14622,13290.41345,59,10.68664298,1,17,0,36824.39508,2,2,10.70433232,0,0,7,0,1208,19.61335213,14,0,1116.018674,0.058848304000000004,2.372482591,0.8420981679999999,0,0,117,43,265721,13432,0
15409,22848,12242.83659,59,9.79433415,0,13,0,45915.719580000004,1,1,19.03602584,0,0,14,0,15777,34.50143625,16,1,3373.670363,0.03160528,5.917623934,1.402982259,0,0,72,20,67117,16589,0
5332,9588,11149.45685,59,12.07731012,3,23,0,70197.35701,2,3,8.590703622000001,0,0,11,1,10808,25.70793617,27,0,59.06569487,0.039715228,1.44532911,1.017530243,0,0,145,21,6124,6785,0
10262,24163,11523.63255,59,16.68347345,1,29,1,66476.89537,1,2,37.13947532,0,0,8,0,3401,20.25550447,27,0,183.9369872,0.004901669,4.3550622169999995,0.8457184059999999,0,0,88,42,29601,23001,0
34553,10461,21435.7258,59,5.672855874,1,13,1,42212.80866,1,2,36.42107789,0,0,15,0,3452,44.20303136,24,1,1251.654633,0.026035156,2.512870342,1.313914697,0,0,119,34,90161,37201,0
8340,12161,10179.75447,59,8.089994045,3,9,1,43375.83938,2,1,33.84939227,2,0,17,0,5475,5.472934544,9,0,382.9302053,0.029783126,2.688327548,0.5217430789999999,0,0,54,29,14901,12946,1
19012,8291,11909.23019,59,14.39041225,1,0,1,130973.8078,1,2,32.54295719,0,0,6,0,9832,63.93753325,25,0,195.9797285,0.00377072,4.036304952,1.055537261,0,0,13,20,45783,23352,1
19528,34340,11609.36973,58,10.96174828,0,16,0,55630.56511,2,2,14.68419372,0,0,18,0,4223,52.38895299,19,0,1629.854867,0.0069442440000000005,8.019456176,0.786114471,0,0,57,54,297848,5260,0
32707,23082,27140.618580000002,59,21.0839305,6,10,0,67972.42952,1,2,14.53249364,0,0,10,0,4849,59.08607464,11,1,1564.5237949999998,0.034562491,4.267974628999999,1.11098436,0,0,67,51,421009,11260,1
33101,9846,22189.7011,59,15.59790901,3,18,1,67673.11467000001,1,2,23.73090216,1,0,16,0,3147,69.39285069,26,0,4115.66684,0.051510987,0.530089732,1.081843415,0,0,71,28,216683,20990,0
19697,9255,5576.329027000001,58,13.98043716,0,16,1,17703.86068,2,1,18.59816984,0,0,9,0,10455,16.43051579,14,0,2014.7448510000002,0.051744673,4.396425669,1.193012648,0,0,95,49,41044,11485,0
19712,17747,8754.377754000001,59,12.52030133,3,12,0,32039.42892,2,1,10.13983242,0,0,17,0,2064,48.43834892,9,1,202.605525,0.044393204000000006,6.579429205,1.151516727,0,0,76,15,182801,7063,0
34500,22761,10389.48889,58,11.55667181,5,12,0,59388.580729999994,1,8,15.32728523,0,0,11,0,17918,61.52218689,13,0,2501.286296,0.025857649,1.249112605,1.393454494,0,0,119,27,371332,35102,0
6932,10232,26976.325160000004,59,10.22145259,0,6,0,83412.26298,1,1,24.600689000000003,1,0,12,0,10956,90.39186036,16,0,4371.8404,0.076644224,5.459416017000001,0.221012426,0,0,106,26,205621,16613,0
27105,13372,11049.46448,58,13.28335143,5,22,1,38869.85357,1,1,19.48944445,0,0,9,0,4838,60.34515337,18,1,265.52691769999996,0.048139995,1.523816355,0.592089806,0,0,17,26,524212,28454,0
16588,26241,10085.84604,59,11.99477817,0,17,1,123639.2773,1,1,26.64558162,0,0,13,0,17617,45.6471315,26,1,128.4280267,0.04748897,8.269624748,0.213190083,0,0,36,22,79470,21508,0
4911,5270,9810.738084999999,59,5.640488647000001,6,8,1,62497.83049,0,1,17.50722392,1,0,12,0,5922,8.638040512,23,0,1320.381977,0.030280728,3.8911437610000004,0.884062102,0,0,156,11,319884,27246,0
10997,7637,13290.56956,58,14.64941059,6,13,2,65773.90572000001,2,1,22.36930065,0,0,27,0,34647,41.41673527,15,0,771.6890647000001,0.005471136999999999,0.754280453,1.056631684,0,0,22,26,97114,40565,0
14590,20447,5216.894616,58,7.024061782,1,14,1,92233.82044,1,2,26.09190619,0,0,12,1,3931,64.23604264,25,1,2041.6992260000002,0.025368453,4.899985621,0.9308630509999999,0,0,9,44,242687,46902,0
12164,3307,11435.76135,59,11.93430479,1,6,1,140167.7504,2,2,9.553778696,0,1,10,0,5861,34.43130165,8,1,893.1792247000002,0.032001287,1.866528868,1.006625206,0,0,130,29,140674,6402,0
30477,24645,13470.86981,59,13.88803055,2,18,0,44791.36836,1,2,28.83185581,0,0,9,0,8958,49.88964393,19,0,1067.821486,0.069181845,2.3253001230000003,0.313786539,0,0,64,16,179670,72322,0
15083,33963,11767.01018,59,7.215481114,5,7,0,163851.2606,2,1,36.32120885,0,0,10,0,10152,54.48039189,30,0,2249.7559,0.04483897,2.7598339430000003,1.086192529,0,0,74,41,20330,30337,0
5473,11665,34312.2271,59,12.92867827,0,8,0,44179.34169,1,2,27.31811806,0,0,13,0,1462,41.626692,32,1,1321.596744,0.019502055,2.541120835,0.9661623559999999,0,0,126,14,118379,36962,0
19155,22260,21630.69685,59,12.23959932,6,7,0,57403.164110000005,0,9,6.17962482,0,0,11,0,3278,83.52191394,14,1,843.9685511,0.032388916000000004,2.328316968,1.5042259880000002,0,0,43,47,238518,4071,0
15511,8886,14174.479790000001,59,20.58933069,6,30,2,60662.89127000001,2,1,14.82089663,0,0,20,0,2238,79.19561488,37,0,3404.834226,0.002599255,6.688501498,1.139626208,0,0,72,54,405071,38476,0
16571,23658,10855.96466,59,9.313523728,1,18,0,89317.83877,1,1,29.514109299999998,0,0,12,1,2058,46.245008500000004,22,1,92.93078312,0.028948339,6.393374564,0.566086855,0,0,110,43,90380,18686,0
31247,27915,16548.927669999997,59,14.45055173,1,8,2,100195.0723,1,1,23.72835959,0,0,13,0,10130,24.38183949,15,0,279.89133439999995,0.044662457999999995,0.081262976,0.516211946,0,0,8,25,400021,32874,0
18442,7168,10839.380309999999,58,5.51594959,5,21,0,69677.5917,1,2,21.82516895,0,0,30,0,2424,43.85367613,28,1,320.90734260000005,0.015867791000000003,3.129813492,0.13900979900000002,0,0,101,61,118510,19230,0
31877,29936,15323.430219999998,58,9.48235534,0,18,1,109091.1803,2,2,17.50551224,0,0,12,0,6217,50.57453601,13,0,1212.998131,0.06449738299999999,2.9467562000000003,0.7033664629999999,0,0,138,10,202420,25335,0
9568,10303,23392.08783,58,16.3515771,6,20,0,59432.19567000001,0,1,20.09928398,1,0,13,0,5543,19.1686243,28,0,1345.497199,0.033821115,1.2313460920000001,0.606711483,0,0,64,43,16369,16332,0
13832,11990,27491.42966,59,11.07628562,5,7,0,75067.98557,2,1,9.477628953,0,0,8,0,1652,58.50040909,11,1,8201.179688,0.060480970999999994,10.40774915,1.115837122,0,0,59,45,79122,44577,0
14021,31202,9990.380948,59,8.740501874,0,12,0,61996.34967,2,1,21.98545631,0,0,13,0,2877,85.64662638,14,0,3471.49465,0.052259133,3.0621214510000003,0.196331315,0,0,97,23,11140,8086,0
17583,31569,8380.168440000001,58,8.999371776,0,16,0,187490.5161,2,2,30.91437173,0,0,14,0,67,31.03566524,10,0,280.3176992,0.0625046,5.435380397,0.6458756170000001,0,0,37,41,71887,4141,0
10050,16263,10252.14189,59,9.662545713,5,31,0,89590.96812,1,3,12.6110819,0,0,18,0,12938,81.39056865,19,1,146.3776016,0.004378677,3.9831031039999996,1.254576291,0,0,91,38,38411,19235,0
19103,18784,8485.781331,58,15.62445437,1,31,0,237117.7525,1,1,34.214566,0,1,31,2,25973,44.26774813,12,1,4769.094152000001,0.035505871,1.9242247680000002,0.9509889770000001,0,0,67,3,90636,8876,0
12288,9775,21631.48475,59,11.49312901,4,16,0,72085.03414,1,6,22.23452723,0,1,31,0,7405,40.82076061,19,0,1144.469476,0.025662172999999996,4.304649681,1.063296897,0,0,71,23,60028,21192,0
19335,25839,14923.475269999999,59,13.32459385,3,18,0,113516.155,1,1,29.11603798,0,0,8,0,18773,31.05291416,13,0,1333.145211,0.02323501,4.691135699,0.714863093,0,0,71,14,477315,14152,0
17107,22084,18550.0849,59,17.59122458,1,19,0,81922.94431,0,1,18.47250335,0,1,20,0,5350,74.09629321,19,1,4969.435713,0.057576594,3.226046198,0.999892342,0,0,0,29,173984,9176,0
17300,18253,10246.2496,59,11.29934367,0,16,0,56327.15637999999,2,2,17.19162781,0,0,10,0,6626,42.24723288,22,1,1875.0878300000002,0.095865225,2.866434061,0.37120022799999997,0,0,17,35,69420,43608,0
16714,5087,11558.51267,59,10.821663000000001,1,10,0,84852.13311,1,2,16.71456796,0,2,13,0,3551,77.69049621,25,0,768.5192642999999,0.107395245,4.46274898,0.353845177,0,0,147,32,292074,34615,0
5625,9795,10270.276820000001,59,21.20271454,3,8,2,37922.49747,1,1,15.18770803,0,0,11,0,1787,50.24784581,26,1,527.4364154,0.02841294,7.837200127000001,0.12248663800000001,0,0,83,34,458684,12159,0
16835,13110,7196.357287000001,59,13.00316087,6,27,1,104112.7701,0,1,24.74721911,0,0,7,0,4924,89.52193772,15,0,8020.2780680000005,0.022276338,6.070656509,0.6551944239999999,0,0,159,27,122907,15927,0
